File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR	EntrezIDs
ENCFF968MBN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR387QUV	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										RELB-human	DNA						2017-02-21	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF408PTC/, /files/ENCFF783FZL/, /files/ENCFF942QFU/, /files/ENCFF526WYZ/, /files/ENCFF356LFX/	789842	ENCODE Processing Pipeline	4ea1c3b12532ef9a8282db5a37e75cd9		https://www.encodeproject.org/files/ENCFF968MBN/@@download/ENCFF968MBN.bed.gz				released	s3://encode-public/2020/11/27/1e1e54c1-2634-4895-a57f-295a345ae4b8/ENCFF968MBN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking, moderate library complexity			5971
ENCFF018TNP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR625ZVM	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	/targets/PRMT5-human/				PRMT5-human	DNA				formaldehyde		2020-07-16	ENCODE		see document, sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF141RKA/, /files/ENCFF356LFX/, /files/ENCFF878QQX/, /files/ENCFF318XIW/	40212	ENCODE Processing Pipeline	2651fb3f1977a75c1ee33475a45ffbf0		https://www.encodeproject.org/files/ENCFF018TNP/@@download/ENCFF018TNP.bed.gz				released	s3://encode-public/2020/07/16/df99c779-86fb-4157-9667-f12232ac2a54/ENCFF018TNP.bed.gz	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents			10419
ENCFF477OUI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR730DZO	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	/targets/ARID5B-human/				ARID5B-human	DNA						2020-07-09	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF411CHX/, /files/ENCFF356LFX/, /files/ENCFF723HPB/, /files/ENCFF822JVU/	991557	ENCODE Processing Pipeline	bd77dae3ab8ddaf2d372f63c606963dc		https://www.encodeproject.org/files/ENCFF477OUI/@@download/ENCFF477OUI.bed.gz				released	s3://encode-public/2020/06/30/256b93c5-8d7f-4f57-8c60-a8d9ed80a5ff/ENCFF477OUI.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		not compliant biosample characterization	84159
ENCFF359PUY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR075FNZ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF622-human	DNA						2017-11-13	ENCODE			450-650	1, 3	1_1, 3_1							/files/ENCFF783FZL/, /files/ENCFF349EDR/, /files/ENCFF232AKP/, /files/ENCFF377KFK/, /files/ENCFF356LFX/, /files/ENCFF526WYZ/, /files/ENCFF419RWP/	3834	ENCODE Processing Pipeline	797843fcbbcc05f756544e03cb8312e5		https://www.encodeproject.org/files/ENCFF359PUY/@@download/ENCFF359PUY.bed.gz				released	s3://encode-public/2020/12/09/4e871179-4c2a-4dd1-ba50-9d623ced2916/ENCFF359PUY.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking			90441
ENCFF333FLF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR440COG	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/ZNF239-human/				ZNF239-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF528DFI/, /files/ENCFF785BTW/, /files/ENCFF800IMV/, /files/ENCFF490JCT/, /files/ENCFF500XPF/, /files/ENCFF709TVD/, /files/ENCFF190AZK/, /files/ENCFF847EHD/, /files/ENCFF383QIP/, /files/ENCFF482RWP/, /files/ENCFF451CVJ/, /files/ENCFF356LFX/, /files/ENCFF928CJD/, /files/ENCFF533HJT/, /files/ENCFF905YEA/, /files/ENCFF654JHZ/, /files/ENCFF736OSY/, /files/ENCFF856XMU/, /files/ENCFF425NTG/, /files/ENCFF357PNA/, /files/ENCFF705BZZ/, /files/ENCFF949NGG/, /files/ENCFF065LBX/, /files/ENCFF585IQN/, /files/ENCFF388EKD/, /files/ENCFF489ERC/, /files/ENCFF919EDN/	64829	ENCODE Processing Pipeline	1508f814c0c82fed1d01e9c43544f99b		https://www.encodeproject.org/files/ENCFF333FLF/@@download/ENCFF333FLF.bed.gz				released	s3://encode-public/2020/08/05/29730d71-8235-41fe-899b-1e3d498683ed/ENCFF333FLF.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization			8187
ENCFF837ZJJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR189VXS	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										GTF2F1-human	DNA						2018-01-30	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF763XJJ/, /files/ENCFF628INW/, /files/ENCFF356LFX/, /files/ENCFF072BKN/, /files/ENCFF831YBI/	313907	ENCODE Processing Pipeline	06f98d66ba4fe355b531c476c362031c		https://www.encodeproject.org/files/ENCFF837ZJJ/@@download/ENCFF837ZJJ.bed.gz				released	s3://encode-public/2020/11/28/3b5dd7c4-ede4-4089-a7ab-5d912d452c95/ENCFF837ZJJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released		partially characterized antibody		2962
ENCFF515GUE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR065XVO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CHAMP1-human	DNA						2016-09-20	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF554APQ/, /files/ENCFF437IAU/, /files/ENCFF735JLB/, /files/ENCFF356LFX/, /files/ENCFF319UVS/	244618	ENCODE Processing Pipeline	fa3462b9ecf71bbc5074e24b20314b72		https://www.encodeproject.org/files/ENCFF515GUE/@@download/ENCFF515GUE.bed.gz				released	s3://encode-public/2020/11/29/57b9ceac-1733-4236-b050-14d9de043b84/ENCFF515GUE.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking			283489
ENCFF873CUQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR604VWJ	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/KLF7-human/				KLF7-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF709TVD/, /files/ENCFF705BZZ/, /files/ENCFF847EHD/, /files/ENCFF919EDN/, /files/ENCFF190AZK/, /files/ENCFF949NGG/, /files/ENCFF528DFI/, /files/ENCFF800IMV/, /files/ENCFF425NTG/, /files/ENCFF259TUC/, /files/ENCFF585IQN/, /files/ENCFF482RWP/, /files/ENCFF743PMT/, /files/ENCFF736OSY/, /files/ENCFF451CVJ/, /files/ENCFF905YEA/, /files/ENCFF785BTW/, /files/ENCFF533HJT/, /files/ENCFF383QIP/, /files/ENCFF065LBX/, /files/ENCFF489ERC/, /files/ENCFF500XPF/, /files/ENCFF356LFX/, /files/ENCFF654JHZ/, /files/ENCFF928CJD/, /files/ENCFF490JCT/, /files/ENCFF856XMU/	204234	ENCODE Processing Pipeline	1a8db10086ac3de682a347bde43d7e60		https://www.encodeproject.org/files/ENCFF873CUQ/@@download/ENCFF873CUQ.bed.gz				released	s3://encode-public/2020/08/07/c1d23d86-bf15-4080-a0b1-02e93077fd9a/ENCFF873CUQ.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization, borderline replicate concordance			8609
ENCFF192IHI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR518WPL	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										NR2F6-human	DNA						2016-06-13	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF648KAE/, /files/ENCFF360KLV/, /files/ENCFF931KEG/, /files/ENCFF579NNB/	531037	ENCODE Processing Pipeline	d688d2764dedc03aefa9a90003cf4fff		https://www.encodeproject.org/files/ENCFF192IHI/@@download/ENCFF192IHI.bed.gz				released	s3://encode-public/2021/02/04/b995d3f0-c699-4dd7-8271-a112c5b1d4f9/ENCFF192IHI.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption			2063
ENCFF115EJR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR449SEF	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0001157	transverse colon	tissue	Homo sapiens										CTCF-human	DNA						2018-12-14	ENCODE		none, sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF346JZT/, /files/ENCFF356LFX/, /files/ENCFF234NNJ/, /files/ENCFF096UPQ/, /files/ENCFF672XGY/	526523	ENCODE Processing Pipeline	2139b51b039e0679c51d28573620202b		https://www.encodeproject.org/files/ENCFF115EJR/@@download/ENCFF115EJR.bed.gz				released	s3://encode-public/2020/09/23/9accd629-31de-4884-9be7-f53679af589a/ENCFF115EJR.bed.gz	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms, borderline replicate concordance, antibody characterized with exemption			10664
ENCFF912OPT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR897MMC	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										JUNB-human	DNA						2016-06-13	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF213HNC/, /files/ENCFF356LFX/, /files/ENCFF566JBZ/, /files/ENCFF654VKA/, /files/ENCFF580TLU/	607564	ENCODE Processing Pipeline	ae13391085b4923f09f371eb3024a00d		https://www.encodeproject.org/files/ENCFF912OPT/@@download/ENCFF912OPT.bed.gz				released	s3://encode-public/2021/02/04/029e4e93-66f1-408e-b032-b4dfdea9855a/ENCFF912OPT.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption			3726
ENCFF199YAZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR445PDR	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/GFI1B-human/				GFI1B-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF709TVD/, /files/ENCFF585IQN/, /files/ENCFF785BTW/, /files/ENCFF847EHD/, /files/ENCFF919EDN/, /files/ENCFF500XPF/, /files/ENCFF390JJM/, /files/ENCFF065LBX/, /files/ENCFF383QIP/, /files/ENCFF856XMU/, /files/ENCFF451CVJ/, /files/ENCFF736OSY/, /files/ENCFF356LFX/, /files/ENCFF800IMV/, /files/ENCFF705BZZ/, /files/ENCFF528DFI/, /files/ENCFF949NGG/, /files/ENCFF905YEA/, /files/ENCFF482RWP/, /files/ENCFF490JCT/, /files/ENCFF654JHZ/, /files/ENCFF489ERC/, /files/ENCFF928CJD/, /files/ENCFF425NTG/, /files/ENCFF533HJT/, /files/ENCFF228MHV/, /files/ENCFF190AZK/	168115	ENCODE Processing Pipeline	9c20fd86a458df0e8bd4b13fdadf0731		https://www.encodeproject.org/files/ENCFF199YAZ/@@download/ENCFF199YAZ.bed.gz				released	s3://encode-public/2020/08/07/bfe1f3fd-1775-44ca-9452-70d2a6f2164d/ENCFF199YAZ.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization			8328
ENCFF808QUD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR744WOO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TCF12-human	DNA						2016-10-24	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF822ODT/, /files/ENCFF762OJZ/, /files/ENCFF936FZX/, /files/ENCFF356LFX/, /files/ENCFF205VVX/	479907	ENCODE Processing Pipeline	6fc1ce704461561b8c9181b23fdd10ac		https://www.encodeproject.org/files/ENCFF808QUD/@@download/ENCFF808QUD.bed.gz				released	s3://encode-public/2020/12/02/52ad09b0-46f8-4e4b-9d4b-203016035e49/ENCFF808QUD.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption			6938
ENCFF192BPQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR309ELI	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										ZBTB1-human	DNA						2017-09-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF756SZH/, /files/ENCFF220TQP/, /files/ENCFF881HEQ/, /files/ENCFF809DDG/	20073	ENCODE Processing Pipeline	c7f4e8f3187288a557c420b87369ca78		https://www.encodeproject.org/files/ENCFF192BPQ/@@download/ENCFF192BPQ.bed.gz				released	s3://encode-public/2020/11/28/3c1daee6-d21b-4193-9f28-facc39030134/ENCFF192BPQ.bed.gz	ENCODE4 v1.6.1 GRCh38	released				22890
ENCFF053PDX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR594SMP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										PHF20-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF327PEC/, /files/ENCFF608GZI/, /files/ENCFF072BKN/, /files/ENCFF628INW/, /files/ENCFF356LFX/	263354	ENCODE Processing Pipeline	e4c62bd78ddd0bc0338d62fc9e373daf		https://www.encodeproject.org/files/ENCFF053PDX/@@download/ENCFF053PDX.bed.gz				released	s3://encode-public/2020/12/04/34171c80-26b1-4327-8516-460a9caaea45/ENCFF053PDX.bed.gz	ENCODE4 v1.6.1 GRCh38	released		partially characterized antibody		51230
ENCFF583PWM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR768LIO	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/OVOL3-human/				OVOL3-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF654JHZ/, /files/ENCFF919EDN/, /files/ENCFF736OSY/, /files/ENCFF709TVD/, /files/ENCFF585IQN/, /files/ENCFF190AZK/, /files/ENCFF905YEA/, /files/ENCFF451CVJ/, /files/ENCFF425NTG/, /files/ENCFF533HJT/, /files/ENCFF856XMU/, /files/ENCFF928CJD/, /files/ENCFF800IMV/, /files/ENCFF383QIP/, /files/ENCFF490JCT/, /files/ENCFF500XPF/, /files/ENCFF482RWP/, /files/ENCFF847EHD/, /files/ENCFF276KHX/, /files/ENCFF489ERC/, /files/ENCFF705BZZ/, /files/ENCFF785BTW/, /files/ENCFF949NGG/, /files/ENCFF379AWO/, /files/ENCFF356LFX/, /files/ENCFF065LBX/, /files/ENCFF528DFI/	149999	ENCODE Processing Pipeline	8b3ff6bc0e0c621e87af9b09bc25396b		https://www.encodeproject.org/files/ENCFF583PWM/@@download/ENCFF583PWM.bed.gz				released	s3://encode-public/2020/08/06/9b5e31af-9560-4950-8600-32c5715cb940/ENCFF583PWM.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization			728361
ENCFF409HJF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR252QYR	TF ChIP-seq	/human-donors/ENCDO222AAA/	CL:0000182	hepatocyte	in vitro differentiated cells	Homo sapiens										CTCF-human	DNA						2016-11-23	ENCODE		sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1							/files/ENCFF437SWS/, /files/ENCFF356LFX/, /files/ENCFF506NTU/, /files/ENCFF809PJM/, /files/ENCFF881VGW/	795092	ENCODE Processing Pipeline	115b88f664cd1a1cec51bca0a7769ee4		https://www.encodeproject.org/files/ENCFF409HJF/@@download/ENCFF409HJF.bed.gz				released	s3://encode-public/2020/10/10/a4bc73c0-a332-40f9-b0af-9acf2f57e0db/ENCFF409HJF.bed.gz	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption	poor library complexity		10664
ENCFF362KPX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR337NWW	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										HDAC2-human	DNA						2016-10-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF415PXR/, /files/ENCFF423ZRC/, /files/ENCFF622QQU/, /files/ENCFF356LFX/, /files/ENCFF310JPC/, /files/ENCFF465PUO/, /files/ENCFF243SVA/	82658	ENCODE Processing Pipeline	7232131da428fd675d636ce52ae64e5e		https://www.encodeproject.org/files/ENCFF362KPX/@@download/ENCFF362KPX.bed.gz				released	s3://encode-public/2021/02/11/ce35d99b-60c2-414d-ad1e-318cdccc5232/ENCFF362KPX.bed.gz	ENCODE4 v1.6.1 GRCh38	released				3066
ENCFF850UEN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR827NWO	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/FEZF1-human/				FEZF1-human	DNA				formaldehyde		2016-10-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF919EDN/, /files/ENCFF500XPF/, /files/ENCFF800IMV/, /files/ENCFF585IQN/, /files/ENCFF736OSY/, /files/ENCFF065LBX/, /files/ENCFF905YEA/, /files/ENCFF847EHD/, /files/ENCFF705BZZ/, /files/ENCFF425NTG/, /files/ENCFF949NGG/, /files/ENCFF785BTW/, /files/ENCFF451CVJ/, /files/ENCFF190AZK/, /files/ENCFF461APF/, /files/ENCFF356LFX/, /files/ENCFF533HJT/, /files/ENCFF482RWP/, /files/ENCFF928CJD/, /files/ENCFF490JCT/, /files/ENCFF383QIP/, /files/ENCFF654JHZ/, /files/ENCFF856XMU/, /files/ENCFF575BJJ/, /files/ENCFF709TVD/, /files/ENCFF489ERC/, /files/ENCFF528DFI/	568468	ENCODE Processing Pipeline	7523400286e56c5856e7e504efc966c0		https://www.encodeproject.org/files/ENCFF850UEN/@@download/ENCFF850UEN.bed.gz				released	s3://encode-public/2020/08/07/022ed5cb-2300-4951-adc1-44fe628f776b/ENCFF850UEN.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization			389549
ENCFF651DMY	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR727PIC	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/ZNF34-human/				ZNF34-human	DNA				formaldehyde		2017-03-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF713QSG/, /files/ENCFF350INM/, /files/ENCFF036EBY/, /files/ENCFF852BFO/, /files/ENCFF031UZD/, /files/ENCFF952DUT/, /files/ENCFF300ATN/, /files/ENCFF746CYR/	185553	ENCODE Processing Pipeline	86060c7252ef93761cbf78e567708cbe		https://www.encodeproject.org/files/ENCFF651DMY/@@download/ENCFF651DMY.bed.gz				released	s3://encode-public/2020/08/04/8028b59e-a911-47e7-bf77-7ff827da312b/ENCFF651DMY.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, inconsistent platforms, missing biosample characterization, moderate library complexity, mild to moderate bottlenecking			80778
ENCFF552VXR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR616MOB	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens										CBX8-human	DNA						2016-11-23	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF890YGO/, /files/ENCFF462ZLU/, /files/ENCFF938FPO/, /files/ENCFF819NFE/, /files/ENCFF356LFX/	51216	ENCODE Processing Pipeline	ccf451960c71c20793d197a6a84e5f20		https://www.encodeproject.org/files/ENCFF552VXR/@@download/ENCFF552VXR.bed.gz				released	s3://encode-public/2020/12/03/6afed4e9-1490-486b-a71d-1da727eb344a/ENCFF552VXR.bed.gz	ENCODE4 v1.6.1 GRCh38	released				57332
ENCFF407STM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR635EXI	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZSCAN29-human	DNA						2017-11-20	ENCODE			450-650	1, 3	1_1, 3_1							/files/ENCFF116RQV/, /files/ENCFF822ODT/, /files/ENCFF225WTP/, /files/ENCFF936FZX/, /files/ENCFF356LFX/	87732	ENCODE Processing Pipeline	f547a99805e362994efeed75a3375d22		https://www.encodeproject.org/files/ENCFF407STM/@@download/ENCFF407STM.bed.gz				released	s3://encode-public/2020/12/30/67b8a7c4-d95b-4560-8377-2e608f81c2d2/ENCFF407STM.bed.gz	ENCODE4 v1.6.1 GRCh38	released				146050
ENCFF624ZSR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR035OXA	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens										CTCF-human	DNA				formaldehyde		2016-12-20	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF785FWC/, /files/ENCFF018MGS/, /files/ENCFF090GDX/, /files/ENCFF906AST/, /files/ENCFF425ONK/, /files/ENCFF069UYF/	761536	ENCODE Processing Pipeline	28df1622fd35c6caacfe9351815c7c9e		https://www.encodeproject.org/files/ENCFF624ZSR/@@download/ENCFF624ZSR.bed.gz				released	s3://encode-public/2020/10/02/19a85321-9654-44ad-bfda-de470f65075a/ENCFF624ZSR.bed.gz	ENCODE4 v1.5.1 GRCh38	released				10664
ENCFF632JXE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR604CNJ	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/ZNF416-human/				ZNF416-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF654JHZ/, /files/ENCFF800IMV/, /files/ENCFF949NGG/, /files/ENCFF065LBX/, /files/ENCFF585IQN/, /files/ENCFF709TVD/, /files/ENCFF482RWP/, /files/ENCFF928CJD/, /files/ENCFF533HJT/, /files/ENCFF705BZZ/, /files/ENCFF856XMU/, /files/ENCFF425NTG/, /files/ENCFF383QIP/, /files/ENCFF905YEA/, /files/ENCFF356LFX/, /files/ENCFF729TIB/, /files/ENCFF490JCT/, /files/ENCFF847EHD/, /files/ENCFF190AZK/, /files/ENCFF528DFI/, /files/ENCFF489ERC/, /files/ENCFF736OSY/, /files/ENCFF452SWT/, /files/ENCFF785BTW/, /files/ENCFF451CVJ/, /files/ENCFF500XPF/, /files/ENCFF919EDN/	18704	ENCODE Processing Pipeline	e75592ad5170f609fb12938c88d70666		https://www.encodeproject.org/files/ENCFF632JXE/@@download/ENCFF632JXE.bed.gz				released	s3://encode-public/2020/08/04/3f87eb11-267a-46b8-905b-ecd0b4dd4c6e/ENCFF632JXE.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization			55659
ENCFF479SOJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR670JDQ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										RB1-human	DNA						2017-03-16	ENCODE			450-650	3, 4	3_1, 4_1							/files/ENCFF305NFS/, /files/ENCFF072BKN/, /files/ENCFF771WMC/, /files/ENCFF356LFX/, /files/ENCFF628INW/	447978	ENCODE Processing Pipeline	f97b867ccbc577ddf032b1beca73206d		https://www.encodeproject.org/files/ENCFF479SOJ/@@download/ENCFF479SOJ.bed.gz				released	s3://encode-public/2020/12/03/28aa9644-5aef-46df-824c-1a0aab8718ce/ENCFF479SOJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking			5925
ENCFF285WQB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR464KFG	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	/targets/ZNF140-human/				ZNF140-human	DNA				formaldehyde		2016-10-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF482RWP/, /files/ENCFF489ERC/, /files/ENCFF528DFI/, /files/ENCFF500XPF/, /files/ENCFF905YEA/, /files/ENCFF425NTG/, /files/ENCFF533HJT/, /files/ENCFF383QIP/, /files/ENCFF585IQN/, /files/ENCFF847EHD/, /files/ENCFF800IMV/, /files/ENCFF785BTW/, /files/ENCFF928CJD/, /files/ENCFF356LFX/, /files/ENCFF919EDN/, /files/ENCFF065LBX/, /files/ENCFF856XMU/, /files/ENCFF709TVD/, /files/ENCFF736OSY/, /files/ENCFF654JHZ/, /files/ENCFF490JCT/, /files/ENCFF451CVJ/, /files/ENCFF905MVS/, /files/ENCFF190AZK/, /files/ENCFF705BZZ/, /files/ENCFF454EJP/, /files/ENCFF949NGG/	149504	ENCODE Processing Pipeline	e4489b7ab11030087c5aa4756ced69dc		https://www.encodeproject.org/files/ENCFF285WQB/@@download/ENCFF285WQB.bed.gz				released	s3://encode-public/2020/08/07/3e881b58-fed2-4e20-89fc-1f92f35cfdc9/ENCFF285WQB.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization			7699
